,num_st_pr,num_tp_pr,num_trade_pr,score,max_tp_pr,max_st_pr,mean_tp_pr,mean_st_pr,sum_st_pr,sum_tp_pr,money,draw_down,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme,methode
0,139,147,286,12.881128400909192,0.86,0.87,0.6156000462478267,0.3739776429218438,84.16677259860914,124.1882043118128,21951.954634543607,58.69478203645673,,,,,,,,,,,,,,,,,,
1,112,145,257,37.54859551608736,0.91,0.66,0.5830374159897064,0.3229126878646464,62.33525377355803,114.10476005525554,52500.92868793225,47.40990839258671,0.66,0.1764705882352941,0.48,0.1529411764705882,0.91,0.125,0.77,0.1015625,21.57100052779828,0.7777777777777778,17.74426655731566,0.5555555555555556,13.143680204110671,1.0,11.089012349061084,0.90625,5.0,pr
2,129,164,293,24.42774858880096,1.0,0.83,0.7577180136065609,0.4761031435631957,107.07,161.67740023421408,49728.98136036868,80.8731305977421,0.72,0.1774193548387097,0.52,0.1612903225806451,0.87,0.0944881889763779,0.75,0.1496062992125984,25.08641153018076,0.7297297297297297,20.58126580446953,1.0,14.602170242926247,1.0,12.13004702288923,0.8787878787878788,0.0,pr
3,136,179,315,26.75874130846605,0.85,0.71,0.504871803696407,0.3409579178899584,80.99070461208626,121.05058341427376,22019.77368269311,46.16873045973816,0.71,1.0,0.5,0.875,0.85,1.0,0.7,1.0,24.170270540488406,1.0,19.66022766556662,1.0,14.46072961163105,1.0,12.067536778013151,1.0,5.0,pr
4,106,142,248,37.91654382282498,0.94,0.75,0.5344604773700047,0.2855823603513439,52.57284568875099,102.33271505970863,46961.37552812872,41.3805022006228,0.75,1.0,0.42,0.4791666666666667,0.94,1.0,0.7,0.2535885167464115,24.678858559185294,0.7578947368421053,18.295658339546343,1.0,15.547783709987748,1.0,11.542544413878034,0.9431818181818182,5.0,pr
5,132,184,316,35.43837902770358,0.96,0.78,0.5422899136529228,0.2917408778962838,67.78282720212651,133.97441742118554,79502.17719110008,67.94284678582243,0.78,0.1318681318681318,0.44,0.2032967032967033,0.96,1.0,0.7,0.217391304347826,29.0574398698702,0.8666666666666667,19.99237933618477,1.0,17.281085424854535,0.9076923076923076,12.167088063685892,1.0,5.0,pr
6,132,170,302,31.900651584702423,0.55,0.29,0.3879242539229237,0.1636345762504364,38.151983250017736,88.70425622898382,53133.26518126401,49.48645475923884,0.29,0.3263888888888889,0.28,0.3263888888888889,0.55,0.1855670103092783,0.53,0.1855670103092783,25.850484554743108,0.9066666666666666,24.860964010314216,0.9066666666666666,15.077393443699536,1.0,14.559412451159844,1.0,5.0,pr
7,134,185,319,34.77339557401864,1.03,0.91,0.547729552853367,0.2838871963691551,69.13500076396224,136.28165000169713,80783.48474938248,54.49797133983039,0.91,1.0,0.43,0.8421052631578947,1.03,1.0,0.71,0.4807692307692308,27.274597915248723,0.4897959183673469,18.51169279291822,1.0,16.26511346160183,0.4313725490196078,11.108254724587466,1.0,5.0,pr
8,142,161,303,27.83069843882272,0.66,0.39,0.3086057209622395,0.1417785624441476,35.625584085785334,70.92195406580629,25005.978648265715,19.36882147210609,0.39,1.0,0.19,0.9154228855721394,0.66,1.0,0.43,0.515748031496063,29.14306498897532,0.3924050632911392,19.585632832306228,1.0,16.485885734173863,1.0,11.412974144694136,1.0,5.0,pr
9,127,191,318,17.99062024474184,0.97,0.94,0.6970334326574206,0.5235659061107257,119.37999999999994,170.43063935357011,36979.659465847566,73.74014451655344,0.66,0.3678756476683937,0.52,0.3678756476683937,0.85,1.0,0.74,0.3208333333333333,23.020275165407835,0.8207547169811321,19.598455007459247,0.8207547169811321,13.580971494985702,1.0,11.89667317422752,1.0,5.0,pr
10,145,191,336,32.52729607115707,0.96,0.86,0.514138250835185,0.2723092363833457,71.09843210286684,133.98737167001875,72686.54269459019,55.11317698349666,0.86,1.0,0.41,0.9519230769230768,0.96,1.0,0.68,1.0,29.23206459258406,1.0,18.53338218091152,1.0,16.534024951968323,1.0,11.261885359606929,1.0,5.0,pr
11,155,170,325,24.309515493930583,0.57,0.32,0.3195614165796149,0.157812933397917,42.60284239353609,77.58247988503746,23693.96442896856,35.20558379012381,0.32,1.0,0.22,0.924170616113744,0.57,1.0,0.45,1.0,28.26385427754451,1.0,22.296273890411328,1.0,15.634216216527827,1.0,12.84944448251472,1.0,5.0,pr
12,127,171,298,27.235958590926963,0.86,0.77,0.510198368567615,0.3363332310812146,76.50668849556723,119.17674650574588,31954.32532837038,49.15651045490026,0.77,0.1,0.51,0.075,0.86,0.1372549019607843,0.68,0.2352941176470588,27.43991475803106,0.5789473684210527,20.40609185866846,0.631578947368421,15.645150628855712,0.8064516129032258,12.31897860029711,0.7096774193548387,0.0,pr
13,143,169,312,28.513447768873977,0.57,0.32,0.3337675012514917,0.1521056647424107,38.368145234191225,77.75844734691722,31870.071789349447,36.83508550653761,0.32,1.0,0.22,0.924170616113744,0.57,1.0,0.45,1.0,28.26385427754451,1.0,22.296273890411328,1.0,15.634216216527827,1.0,12.84944448251472,1.0,5.0,pr
14,129,174,303,35.72158131696604,0.97,0.7780671876043554,0.4792750387110859,0.2548814077153746,59.01804471134646,113.74714596477864,56976.61239614656,61.09858486486519,0.88,0.125,0.38,0.225,0.97,1.0,0.63,0.2443181818181818,30.663826649677915,0.7611940298507462,18.51964854566425,0.8656716417910447,18.096228472293223,0.4102564102564102,11.19796156395035,1.0,5.0,pr
15,104,163,267,37.62026468800364,1.01,0.81,0.5311894884513798,0.2914606162248505,57.10797976359089,111.08877317226532,53541.43889186491,56.52267575510203,0.81,0.088235294117647,0.46,0.1235294117647058,1.01,0.0776255707762557,0.74,0.1506849315068493,27.968153159684444,0.7903225806451613,18.87540294048469,0.9516129032258064,16.288209743041993,0.8305084745762712,11.439135732745951,0.8813559322033898,0.0,pr
16,149,190,339,32.18884764109965,0.95,0.76,0.5360705567559506,0.3226724417550806,84.23729479420615,138.79889643809358,53901.01890729544,51.32258650091573,0.76,0.1507537688442211,0.48,0.2160804020100502,0.95,1.0,0.71,0.2017167381974249,26.459947435299743,0.5625,18.73089839286996,1.0,15.298748926987694,0.5769230769230769,11.150027066289892,0.8205128205128205,5.0,pr
17,143,189,332,28.25300293925283,0.78,0.64,0.5731913416101363,0.3734939489196606,90.79107361923816,142.6285560074395,41843.045482342735,62.10005600653231,0.64,1.0,0.61,1.0,0.78,1.0,0.76,1.0,24.768440452817785,1.0,24.102754152157885,1.0,15.409000481048151,1.0,15.02679018943711,1.0,5.0,pr
18,150,187,337,25.348452841595417,0.97,0.87,0.5125131026786488,0.3166767563605697,82.63520601855694,131.11388458890156,36745.10541188239,62.93664145587847,0.87,0.0726256983240223,0.47,0.1452513966480447,0.97,1.0,0.68,0.1710526315789473,30.98593709136568,0.8666666666666667,20.467971432086056,1.0,19.06910821543869,1.0,12.8475715286021,0.9583333333333334,0.0,pr
19,131,220,351,18.360371960593906,1.0,0.92,0.6581496696523077,0.4858019590694212,120.52,182.8016964171973,57744.239287902565,94.36868168005088,0.8,1.0,0.53,0.7663934426229508,0.96,1.0,0.76,1.0,25.687829427437894,1.0,19.0870302260612,1.0,14.001053880695686,1.0,10.935807095413493,1.0,5.0,pr
20,125,195,320,40.76625824346706,0.69,0.54,0.4765531897878065,0.2632967844088852,60.955250228860464,122.11560418425688,71758.64967633034,47.98273000229402,0.54,0.8739130434782608,0.43,1.0,0.69,1.0,0.62,1.0,24.89550027871388,1.0,21.418260949758565,1.0,13.717743871477596,1.0,12.115661534679402,1.0,5.0,pr
21,176,218,394,29.94737623322917,0.88,0.7,0.5236173294280263,0.3173570548783094,98.1631199410078,156.34474198223427,56803.60815087477,59.45553665105885,0.7,0.0319148936170212,0.48,0.0638297872340425,0.88,0.2755102040816326,0.7,0.1632653061224489,26.074413501746523,0.5151515151515151,19.04598653959962,0.9393939393939394,14.584150857298075,0.7878787878787878,11.12131853273437,1.0,0.0,pr
22,124,203,327,29.5598745712967,1.0,0.84,0.6746572197255902,0.448149082488495,104.16,172.73119757728222,73663.17225756028,75.03460966898994,0.63,0.0467836257309941,0.51,0.0643274853801169,0.85,0.1666666666666666,0.76,0.2023809523809523,26.46716892381049,0.3636363636363636,22.677650160427163,0.6060606060606061,15.491710295331565,0.9375,13.465697008116855,0.6875,0.0,pr
23,142,186,328,32.786614287476134,0.97,0.82,0.4995303118753174,0.2859821331858301,71.73882303508469,126.112254522138,56174.00889065169,53.57164924317341,0.82,0.1263157894736842,0.42,0.3052631578947368,0.97,1.0,0.66,0.2837837837837837,29.40608632894081,0.7319587628865979,19.76924930367415,1.0,18.69449952250792,1.0,12.493862525190572,1.0,5.0,pr
24,145,191,336,32.52729607115707,0.96,0.86,0.514138250835185,0.2723092363833457,71.09843210286684,133.98737167001875,72686.54269459019,55.11317698349666,,,,,,,,,,,,,,,,,,
25,149,187,336,22.996802418744075,0.88,0.76,0.5962837612746429,0.401623432569045,104.27701867592572,149.3792803389851,28019.1605378666,65.4088801359779,0.76,0.0490797546012269,0.64,0.0613496932515337,0.88,0.1839080459770115,0.79,0.1034482758620689,22.05591617559793,0.92,19.34076896181899,0.92,12.849839341636882,0.6785714285714286,11.548574569274852,1.0,0.0,pr
26,152,170,322,15.710182807473952,0.8,0.81,0.5668591924382085,0.325414144716491,83.70530271319089,133.2415785162666,43392.94170834846,69.24733195498081,0.78,0.1551724137931034,0.49,0.3390804597701149,0.87,1.0,0.68,0.2488888888888888,27.38135845619293,0.7972972972972973,20.449397031649784,1.0,16.400049084564024,0.927536231884058,12.733122231346652,1.0,5.0,pr
27,134,193,327,36.87675674774231,0.84,0.66,0.538142902838782,0.3043103552880405,74.55075319420055,136.4765805545726,70332.66720570669,54.76672959457735,0.66,0.0813953488372093,0.48,0.1162790697674418,0.84,0.1146496815286624,0.71,0.1337579617834395,25.30203061557173,0.7884615384615384,19.67112544999299,0.8653846153846154,14.152588492739364,0.8813559322033898,11.025405184511005,0.8813559322033898,5.0,pr
28,139,168,307,29.50335626276681,1.03,0.82,0.5091394358967903,0.3163493651291434,74.43415686000898,119.50827620757671,28662.414798758044,41.67030151429017,0.82,0.1428571428571428,0.45,0.1714285714285714,1.03,1.0,0.69,0.1596638655462184,25.87083697580968,0.5882352941176471,17.096755906900313,1.0,14.796970690601174,0.4545454545454545,10.268922073694014,0.8409090909090909,5.0,pr
29,127,170,297,34.95032256827872,0.82,0.6,0.5702085683307413,0.3315982131415087,72.12401507883003,129.82785165256175,60039.1119259262,63.974896272251215,0.6,0.1446540880503144,0.52,0.4088050314465409,0.82,0.2300884955752212,0.76,0.2300884955752212,25.944361366425365,0.8089887640449438,23.91600512298833,0.8089887640449438,15.738833086703927,1.0,14.58015597667722,0.9864864864864864,5.0,pr
30,162,160,322,17.337029544137614,0.89,0.82,0.4980705829563415,0.2570013194359813,65.16671877165476,114.97431520513712,45103.15708013545,57.94497611982362,0.82,1.0,0.46,1.0,0.89,1.0,0.67,1.0,28.669263394191187,1.0,21.178363606608347,1.0,17.756503473297293,0.6466666666666666,13.293675585206012,1.0,5.0,pr
31,125,147,272,25.268176606015498,0.61,0.4,0.1967413778624487,0.0840090939251453,19.091504113995928,40.73410682258013,3197.518036335789,21.06793687287324,0.4,1.0,0.21,0.8709677419354839,0.61,1.0,0.4,0.549618320610687,30.22604339801677,0.4493670886075949,21.104793028050143,1.0,18.03023917413868,0.6126760563380281,12.90926661483144,1.0,5.0,pr
32,140,161,301,27.801003394372387,0.61,0.4,0.3491439259323231,0.1573426350915028,35.752335927482534,78.87874658020856,38508.33506289762,38.467481701587744,0.4,1.0,0.21,0.8709677419354839,0.61,1.0,0.4,0.549618320610687,30.22604339801677,0.4493670886075949,21.104793028050143,1.0,18.03023917413868,0.6126760563380281,12.90926661483144,1.0,5.0,pr
33,13,32,45,14.976528791733758,0.82,0.8007107304349775,0.7225366233735261,0.2716815315543489,8.155458524563187,25.804832360834137,1327.3604314762888,33.03720193822379,0.5,0.0769230769230769,0.28,0.2307692307692307,0.97,0.3333333333333333,0.86,0.0833333333333333,43.35365862797159,0.6,40.47103527158111,0.6,37.71136102157436,0.4,34.84210220931129,0.4,0.0,pr
34,16,39,55,12.031910062751034,0.95,0.95,0.7923783528134146,0.3273525005362923,12.38394388218821,36.25121019402377,3740.6546554323095,38.44225071870551,0.75,0.1052631578947368,0.32,0.2105263157894736,1.13,0.8823529411764706,0.9,0.2352941176470588,47.92133089814509,1.0,42.58761849781124,0.6666666666666666,41.199270350960326,0.6666666666666666,37.23513146776832,0.6666666666666666,0.0,pr
35,27,27,54,4.97281713165646,0.990506321760542,0.83,0.3525894167359919,0.3398928554271748,13.525468691022606,15.244366088655026,126.3541687976174,25.37024797595607,0.83,0.3529411764705882,0.4,0.5882352941176471,1.09,1.0,0.7,0.0833333333333333,0.5587963429661282,0.6153846153846154,0.2274806824389723,1.0,0.1624829626914962,0.4375,0.0405037392815323,0.125,0.0,pr
36,67,185,252,25.184024056322134,0.56,0.44,0.1852519822281657,0.1139095181312406,20.873137614493785,42.261864879879546,3065.9635308533025,18.43254759167038,0.44,1.0,0.25,0.2,0.56,1.0,0.23,0.6428571428571429,0.6326855868624675,0.6666666666666666,0.2617073076344257,1.0,0.1759869948136466,0.4,0.044441575549887,0.1,0.0,pr
37,162,160,322,17.337029544137614,0.89,0.82,0.4980705829563415,0.2570013194359813,65.16671877165476,114.97431520513712,45103.15708013545,57.94497611982362,,,,,,,,,,,,,,,,,,
38,147,192,339,29.06977957746548,0.61,0.4,0.2982991093858966,0.1385005600224623,39.36609766474953,78.29062302262079,28568.02010794423,29.65897878533107,0.4,1.0,0.21,0.8709677419354839,0.61,1.0,0.4,0.549618320610687,30.22604339801677,0.4493670886075949,21.104793028050143,1.0,18.03023917413868,0.6126760563380281,12.90926661483144,1.0,5.0,pr
39,121,157,278,37.994339276311855,0.34,0.17,0.1991414258871941,0.0774043805701632,16.772999767777357,46.335361852204514,15051.333881081786,11.771241108162274,0.17,0.0942028985507246,0.1,0.2898550724637681,0.34,1.0,0.26,0.2606382978723404,28.257995678417,0.7777777777777778,20.4475357604532,0.9365079365079364,14.607598555460587,0.6363636363636364,10.99458029124228,1.0,5.0,pr
40,11,20,31,6.665542755271207,0.98,1.0,0.7052529106897336,0.5506037353789425,10.91897971571361,18.40901161690969,229.97883362819607,19.49341429201736,0.71,0.238095238095238,0.39,0.4761904761904761,0.94,0.4705882352941176,0.69,0.0294117647058823,0.8485042461966232,0.5,0.3570538515408669,0.6666666666666666,0.2364947638068812,0.037037037037037,0.0538343937830681,0.074074074074074,0.0,pr
41,31,29,60,11.09016987830434,0.92763319852316,0.5569455020124012,0.4572945322960308,0.2936306272290976,13.438066933583578,22.875578846253525,353.50355685188543,29.078775816422457,0.75,0.5555555555555556,0.37,0.6666666666666666,1.06,1.0,0.76,0.1851851851851851,0.8054517957309133,0.1764705882352941,0.2843010942338241,0.6470588235294118,0.2068645603687663,0.1851851851851851,0.0380667356634597,1.0,5.0,pr
42,20,24,44,15.286154588285116,1.02,0.59,0.5763209443792972,0.2078701411082355,7.189588010513097,19.01865407250777,536.0618152057821,27.657986791790066,0.59,0.1428571428571428,0.44,0.3571428571428571,1.02,0.5714285714285714,0.95,0.2142857142857142,45.38564954309373,0.6666666666666666,43.4505270322305,0.7777777777777778,38.53207976506968,0.75,37.177433446278734,1.0,0.0,pr
43,24,44,68,11.965271865133245,0.91,0.83,0.6905130911945325,0.4520623267759056,18.669038303372968,38.80336402240491,1462.0271924978165,55.08311153598734,0.75,0.0625,0.49,0.25,1.02,0.0434782608695652,0.81,0.0434782608695652,0.7497970061484687,0.4285714285714285,0.4013996609692249,0.7142857142857143,0.2120877920186313,0.0333333333333333,0.0855400213646128,0.0333333333333333,0.0,pr
44,6,20,26,9.804961886627453,0.895768064358843,0.96,0.7379985563617879,0.3315395291604947,5.361828107419271,16.06305682185576,438.92338958653727,21.1543866059584,0.71,0.0555555555555555,0.23,0.1111111111111111,1.05,1.0,0.82,0.1333333333333333,47.42585057672323,0.5555555555555556,42.395347753874674,0.5555555555555556,41.96276651758182,0.6666666666666666,37.19883987148823,1.0,0.0,pr
45,16,13,29,9.068047467157417,0.92763319852316,0.76,0.4258184868320959,0.3391843239083316,7.335128328372939,10.10723084098181,155.4420502521775,22.234490199588382,0.76,0.05,0.39,0.3,1.1,0.9285714285714286,0.75,0.0714285714285714,1.0630216202034026,0.25,0.2039430351148868,0.625,0.1711422486645852,0.0476190476190476,0.0299321187278236,0.0952380952380952,0.0,pr
46,48,83,131,14.813545174607038,0.91,0.89,0.6947518435029543,0.4753015769876794,41.576203762505,74.45414393259352,12347.283237838605,53.38674649738184,0.61,0.3333333333333333,0.54,0.3333333333333333,0.81,0.0707070707070707,0.75,0.0707070707070707,7.28397419280887,1.0,6.900036194422327,1.0,4.81808293395828,0.8888888888888888,4.565962325038015,0.8888888888888888,5.0,pr
47,43,67,110,19.20553895282281,0.84,0.68,0.5714015254818675,0.3473738456657888,26.503344322003613,52.03475013173297,3888.9076329396025,68.12830155663977,0.68,0.0806451612903225,0.56,0.0483870967741935,0.84,0.04,0.77,0.08,8.5871362842438,0.9230769230769232,7.925541958103152,0.8461538461538461,5.890826296675023,0.5333333333333333,5.419739959734399,0.4666666666666667,0.0,pr
48,42,84,126,45.48579574851448,0.92,0.47,0.68896166510859,0.1750084694425476,17.165175109120018,71.89519266837486,62783.234263198574,27.863792622728106,0.47,1.0,0.31,1.0,0.92,1.0,0.85,1.0,19.02832885162445,1.0,13.604561255751635,1.0,6.550867126770811,1.0,4.521543262796808,1.0,5.0,pr
49,49,47,96,8.399520163469042,0.8895988862721967,0.7161039307437571,0.4392774459103468,0.2629066627663117,20.51955848518058,33.56808468714414,610.4866245771809,41.65760317724116,0.73,0.1851851851851851,0.35,0.1851851851851851,0.95,0.8333333333333334,0.7,0.1333333333333333,41.61707108977864,0.4285714285714285,25.50067444595359,1.0,23.96206545709089,0.2142857142857142,13.526269908216378,0.2857142857142857,0.0,pr
50,51,50,101,5.795281188034862,0.8,0.7379752926103931,0.529659987253979,0.3136824230273974,24.984397806891263,39.27703493196677,512.8401271131805,42.085619523122745,0.72,0.1463414634146341,0.53,0.2682926829268293,0.94,0.1269841269841269,0.8,0.1111111111111111,37.29636969935345,0.5882352941176471,29.75514139269221,0.7647058823529411,20.416371552463573,0.875,15.702445456073557,0.875,0.0,pr
51,43,49,92,7.310762384006566,0.98,0.7179851239936059,0.570402030948756,0.3468438590664252,24.63614692169792,40.24720953738039,717.5481849683941,49.580687775077706,0.72,0.1304347826086956,0.51,0.1739130434782608,0.98,0.3333333333333333,0.8,0.0952380952380952,37.11138276526092,0.4,27.3259599569893,0.6,19.49098190936856,0.25,13.968348387606492,0.4166666666666667,0.0,pr
52,74,104,178,7.522604244276401,0.9,0.7909223811046593,0.2903883446293319,0.2490993521502071,29.77024739149593,41.11198601286638,423.47727494562895,46.15125543867549,0.82,1.0,0.41,0.425287356321839,0.9,1.0,0.59,0.2682926829268293,28.34374564723125,0.4556962025316455,19.390672558951955,1.0,17.6575523242719,0.92,12.562042374495032,1.0,5.0,pr
53,193,239,432,32.6708757716392,0.55,0.32,0.2832738816992218,0.1175970955502373,43.32861219513761,95.99057302471486,58118.97055014732,25.01098439804127,0.32,0.6190476190476191,0.17,0.6190476190476191,0.55,1.0,0.4,0.2105263157894736,12.625687804355588,0.3541666666666667,7.864874303437288,1.0,6.179971236362814,0.8307692307692308,4.557211075046698,1.0,5.0,pr
54,140,201,341,32.57683236907748,0.61,0.4,0.2997607133576186,0.1351804419856083,37.66498135081928,82.03312796563489,42528.21505348093,29.867006154045907,0.4,1.0,0.21,0.8709677419354839,0.61,1.0,0.4,0.549618320610687,30.22604339801565,0.4493670886075949,21.104793028048945,1.0,18.030239174137563,0.6126760563380281,12.909266614830262,1.0,5.0,pr
55,35,38,73,8.924786029320844,0.99,0.73,0.4657634815045421,0.2703565756778427,16.169645859567613,27.07894841799417,386.93509915416274,34.478883088256175,0.73,0.4193548387096774,0.36,0.4193548387096774,0.99,1.0,0.69,0.2,5.2943612771726265,0.4482758620689655,3.565066392100032,1.0,2.9833367595757543,0.75,2.188083770795101,1.0,5.0,pr
56,21,39,60,24.435176317544705,0.9,0.55,0.6456864032898935,0.2918258788902568,11.107985371409017,33.78663195162122,3142.76027206372,28.50022353822368,0.55,0.0769230769230769,0.49,0.5384615384615384,0.9,0.1176470588235294,0.86,0.1176470588235294,10.35900557831926,0.3333333333333333,9.837056231712014,0.3333333333333333,6.886069352905178,0.5,6.5620753713645605,0.5,0.0,pr
57,26,34,60,4.977096914284861,0.99,0.89,0.609125754918509,0.5146995275520669,22.64256064313749,29.413379319308422,159.39681933026824,66.6853845700702,0.83,0.0357142857142857,0.57,0.0714285714285714,0.89,0.1428571428571428,0.67,0.0952380952380952,3.812756547045527,0.25,2.9358044172473776,0.5,2.0199499165815387,0.3333333333333333,1.5314571450561592,0.1666666666666666,0.0,pr
58,163,221,384,31.063653620933543,0.61,0.4,0.2968627194104322,0.140667747501487,43.31901610758516,89.49448005668054,46506.48549157485,30.542986844606496,0.4,1.0,0.21,0.8709677419354839,0.61,1.0,0.4,0.549618320610687,30.22604339801677,0.4493670886075949,21.104793028050143,1.0,18.03023917413868,0.6126760563380281,12.90926661483144,1.0,5.0,pr
